Name,Year,Genre,Publisher,EU_Sales,Global_Sales
Disney's DuckTales,1988,Platform,Capcom,0.23,1.43
Classic NES Series: Super Mario Bros.,2004,Platform,Nintendo,0,1.43
Triple Play 2000,1999,Sports,Electronic Arts,0.54,1.43
Dragon Quest VII: Warriors of Eden,2013,Role-Playing,Square Enix,0.04,1.42
Cabela's Big Game Hunter,2002,Sports,Activision,0.54,1.42
UFC Undisputed 2010,2010,Fighting,THQ,0.41,1.42
NBA Live 06 (Weekly american sales),2005,Sports,Electronic Arts,0.05,1.42
The Legend of Zelda: The Minish Cap,2004,Action,Nintendo,0.22,1.42
NFL Street,2004,Sports,Electronic Arts,0.08,1.42
Sonic Generations,2011,Platform,Sega,0.57,1.42
Super Metroid,1994,Action,Nintendo,0.12,1.42
Pro Yakyuu Family Stadium '87,1987,Sports,Namco Bandai Games,0,1.42
Dead Space,2008,Action,Electronic Arts,0.4,1.42
Resident Evil (Remake),2002,Action,Capcom,0.38,1.42
Inazuma Eleven 2,2009,Role-Playing,Nintendo,0.21,1.42
Tomb Raider (2013),2014,Action,Square Enix,0.64,1.41
LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,0.51,1.41
Toy Story 3: The Video Game,2010,Action,Disney Interactive Studios,0.63,1.41
Fight Night Round 4,2009,Fighting,Electronic Arts,0.34,1.41
LEGO Star Wars: The Video Game,2005,Action,Eidos Interactive,0.28,1.41
Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,0.34,1.41
Madden NFL 15,2014,Sports,Electronic Arts,0.15,1.41
Disney's The Lion King,1994,Platform,Virgin Interactive,0.37,1.41
Ridge Racer,2004,Racing,Sony Computer Entertainment,0.45,1.41
Metroid: Other M,2010,Action,Nintendo,0.31,1.41
Knockout Kings 2000,1999,Fighting,Electronic Arts,0.34,1.41
Gran Turismo 4 Prologue,2003,Racing,Sony Computer Entertainment,0.47,1.41
Twisted Metal: Black,2001,Racing,Sony Computer Entertainment,0.17,1.41
NASCAR 2005: Chase for the Cup,2004,Racing,Electronic Arts,0.54,1.41
Call of Duty: Black Ops,2010,Shooter,Activision,0.47,1.4
Spider-Man: The Movie,2002,Action,Activision,0.28,1.4
Need For Speed: Undercover,2008,Racing,Electronic Arts,0.08,1.4
2Xtreme,1996,Sports,Sony Computer Entertainment,0.2,1.4
Far Cry 2,2008,Action,Ubisoft,0.7,1.4
Sonic Advance 3,2004,Platform,THQ,0.52,1.4
Final Fantasy III,1990,Role-Playing,SquareSoft,0,1.4
Battlefield 4,2013,Shooter,Electronic Arts,0.86,1.4
Colin McRae Rally 3,2002,Racing,Codemasters,1.05,1.4
Madden NFL 2002,2001,Sports,Electronic Arts,0.53,1.39
Doom (2016),2016,Shooter,Bethesda Softworks,0.66,1.39
Final Fantasy XII: Revenant Wings,2007,Role-Playing,Square Enix,0.42,1.39
Bakugan: Battle Brawlers,2009,Action,Activision,0.02,1.39
Deus Ex: Human Revolution,2011,Shooter,Square Enix,0.6,1.39
NBA Jam,1994,Sports,Acclaim Entertainment,0.16,1.39
Teenage Mutant Ninja Turtles III: The Manhattan Project,1991,Action,Konami Digital Entertainment,0.17,1.39
Dynasty Warriors 5,2005,Action,Tecmo Koei,0.18,1.39
Hannah Montana: Spotlight World Tour,2007,Action,Disney Interactive Studios,0.38,1.39
WWE '13,2012,Action,THQ,0.62,1.39
Deus Ex: Human Revolution,2011,Shooter,Square Enix,0.48,1.39
True Crime: Streets of LA,2003,Action,Activision,0.37,1.38
The Sims 2,2005,Simulation,Electronic Arts,0.56,1.38
Paper Mario,2000,Role-Playing,Nintendo,0.18,1.38
Bravely Default: Flying Fairy,2012,Role-Playing,Nintendo,0.32,1.38
Titanfall,2014,Shooter,Electronic Arts,0.38,1.38
Duke Nukem: Time to Kill,1998,Shooter,Take-Two Interactive,0.54,1.38
Persona 4: Golden,2012,Role-Playing,Atlus,0.34,1.38
Dead Rising 2,2010,Action,Capcom,0.57,1.38
Hasbro Family Game Night 2,2009,Misc,Electronic Arts,0.53,1.38
Disney Princess: Enchanted Journey,2007,Adventure,Disney Interactive Studios,0.04,1.38
Gardening Mama,2009,Puzzle,505 Games,0.43,1.38
Dave Mirra Freestyle BMX 2,2001,Sports,Acclaim Entertainment,0.53,1.38
Need for Speed: The Run,2011,Action,Electronic Arts,0.58,1.38
LEGO Indiana Jones: The Original Adventures,2008,Action,LucasArts,0.01,1.37
Assassin's Creed: Rogue,2014,Action,Ubisoft,0.62,1.37
Ridge Racer 7,2006,Racing,Namco Bandai Games,0.7,1.37
A Collection of Activision Classic Games for the Atari 2600,1998,Misc,Activision,0.52,1.37
Forza Horizon 2,2014,Racing,Microsoft Game Studios,0.78,1.37
MotorStorm: Pacific Rift,2008,Racing,Sony Computer Entertainment,0.67,1.37
Sonic Colors,2010,Platform,Sega,0.5,1.37
Star Wars Knights of the Old Republic II: The Sith Lords,2004,Role-Playing,Activision,0.33,1.37
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,0.6,1.37
Pocket Monsters Stadium,1998,Strategy,Nintendo,0,1.37
NBA 2K15,2014,Sports,Take-Two Interactive,0.27,1.36
Tom Clancy's Ghost Recon 2,2004,Shooter,Ubisoft,0.45,1.36
Crash Bandicoot 2: N-Tranced,2003,Platform,Vivendi Games,0.66,1.36
Burnout Paradise,2008,Racing,Electronic Arts,0.58,1.36
SingStar Abba,2008,Misc,Sony Computer Entertainment,0.04,1.36
Gradius,1986,Shooter,Konami Digital Entertainment,0.08,1.36
Dragon Quest III: Soshite Densetsu e...,1996,Role-Playing,Enix Corporation,0,1.36
Centipede,1981,Shooter,Atari,0.08,1.36
Yoshi's New Island,2014,Platform,Nintendo,0.51,1.36
Ryse: Son of Rome,2013,Action,Microsoft Game Studios,0.42,1.36
Dead to Rights,2002,Shooter,Electronic Arts,0.52,1.36
LEGO Harry Potter: Years 5-7,N/A,Action,Warner Bros. Interactive Entertainment,0.47,1.36
Marvel vs. Capcom 3: Fate of Two Worlds,2011,Fighting,Capcom,0.29,1.35
Dance Dance Revolution (Japan),1999,Simulation,Konami Digital Entertainment,0,1.35
F1 2010,2010,Racing,Codemasters,0.76,1.35
Madden NFL 98,1997,Sports,Electronic Arts,0.03,1.35
FIFA Soccer 09,2008,Sports,Electronic Arts,0.73,1.35
Namco Museum DS,2007,Misc,Atari,0.01,1.35
FIFA Soccer 08,2007,Sports,Electronic Arts,0.76,1.35
Grand Theft Auto: Chinatown Wars,2009,Action,Take-Two Interactive,0.57,1.35
Alan Wake,2010,Action,Microsoft Game Studios,0.51,1.35
Battlefield: Bad Company,2008,Shooter,Electronic Arts,0.36,1.35
Mortal Kombat X,2015,Fighting,Warner Bros. Interactive Entertainment,0.21,1.35
Samurai Warriors,2004,Action,Electronic Arts,0.05,1.35
The Simpsons: Hit & Run,2003,Racing,Vivendi Games,0.58,1.35
Devil May Cry 4,2008,Action,Capcom,0.34,1.35
Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,0.45,1.35
Monster Hunter Freedom,2005,Role-Playing,Capcom,0.04,1.35
Crysis 2,2011,Action,Electronic Arts,0.5,1.35
SaGa Frontier,1997,Role-Playing,SquareSoft,0.04,1.35
SingStar Party,2004,Misc,Sony Computer Entertainment,1.04,1.35
FIFA Soccer 08,2007,Sports,Electronic Arts,0.89,1.35
The ICO & Shadow of the Colossus Collection,2011,Adventure,Sony Computer Entertainment,0.37,1.35
Test Drive,2002,Racing,Atari,0.21,1.34
Mario & Luigi: Partners in Time,2005,Role-Playing,Nintendo,0.07,1.34
Lost Planet: Extreme Condition,2006,Shooter,Capcom,0.04,1.34
Mortal Kombat 3,1994,Fighting,Acclaim Entertainment,0.27,1.34
Doom 3,2005,Shooter,Activision,0.43,1.34
Donkey Kong Jungle Beat,2004,Platform,Nintendo,0.22,1.34
Need for Speed Carbon,2006,Racing,Electronic Arts,0.05,1.34
Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,0.51,1.34
Command & Conquer: Red Alert 2,2000,Strategy,Electronic Arts,0.02,1.34
MVP Baseball 2004,2004,Sports,Electronic Arts,0.06,1.34
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,0.5,1.33
Ratchet & Clank: Up Your Arsenal (Weekly american sales),2004,Platform,Sony Computer Entertainment,0.05,1.33
Your Shape: Fitness Evolved,2010,Sports,Ubisoft,0.42,1.33
Rage,2011,Shooter,Bethesda Softworks,0.59,1.33
Skylanders SWAP Force,2013,Platform,Activision,0.36,1.33
NBA 2K14,2013,Sports,Take-Two Interactive,0.31,1.33
Spider-Man: The Movie,2002,Action,Activision,0.35,1.33
WWF War Zone,1998,Fighting,Acclaim Entertainment,0.24,1.33
Tony Hawk's Pro Skater,2000,Sports,Activision,0.38,1.33
The Sims: Bustin' Out,2003,Simulation,Electronic Arts,0.35,1.33
Triple Play 2001,2000,Sports,Electronic Arts,0.5,1.33
Metroid Prime 2: Echoes,2004,Shooter,Nintendo,0.35,1.33
UFC Undisputed 2010,2010,Fighting,THQ,0.31,1.33
Final Fantasy X / X-2 HD Remaster,2013,Role-Playing,Square Enix,0.4,1.33
Corvette,2004,Racing,TDK Mediactive,0.51,1.33
Petz Wild Animals: Dolphinz,2007,Simulation,Ubisoft,0.48,1.33
Pokemon Ranger: Guardian Signs,2010,Role-Playing,Nintendo,0.17,1.33
Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,0.5,1.32
Need for Speed Underground Rivals,2005,Racing,Electronic Arts,0.38,1.32
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,0.42,1.32
Dark Souls II,2014,Role-Playing,Namco Bandai Games,0.36,1.32
World of Warcraft: Wrath of the Lich King,2008,Role-Playing,Activision,0.13,1.32
Kingdom Hearts II,2014,Role-Playing,Square Enix,0.43,1.32
The LEGO Movie Videogame,2014,Action,Warner Bros. Interactive Entertainment,0.52,1.32
TOCA 2: Touring Cars,1998,Racing,Codemasters,1.16,1.32
Gyromite,1985,Puzzle,Nintendo,0.16,1.32
NFL 2K3,2002,Sports,Atari,0.08,1.32
Fighting Force,1997,Fighting,Eidos Interactive,0.5,1.32
Mega Man Battle Network 4: Red Sun / Blue Moon,2003,Role-Playing,Capcom,0.04,1.32
MAG: Massive Action Game,2010,Shooter,Sony Computer Entertainment,0.3,1.32
Madden NFL 97,1996,Sports,Electronic Arts,0.5,1.32
Cars 2,2011,Racing,Disney Interactive Studios,0.44,1.32
Skylanders Giants,2012,Action,Activision,0.45,1.32
LEGO Batman: The Videogame,N/A,Action,Warner Bros. Interactive Entertainment,0.46,1.32
TNN Motor Sports Hardcore 4x4,1996,Racing,ASC Games,0.5,1.31
IHRA Drag Racing 2,2002,Racing,Bethesda Softworks,0.5,1.31
The Beatles: Rock Band,2009,Misc,MTV Games,0.23,1.31
Tekken 6,2009,Fighting,Namco Bandai Games,0.42,1.31
[Prototype],2009,Action,Activision,0.35,1.31
Deal or No Deal,2009,Misc,Zoo Games,0,1.31
Madagascar,2005,Platform,Activision,0.45,1.31
Rugrats Studio Tour,1999,Adventure,THQ,0.67,1.31
LEGO Battles,2009,Strategy,Warner Bros. Interactive Entertainment,0.38,1.31
Pitfall II: Lost Caverns,1983,Platform,Activision,0.07,1.31
Turok: Evolution,2002,Shooter,Acclaim Entertainment,0.5,1.31
High School Musical 3: Senior Year DANCE!,2008,Misc,Disney Interactive Studios,0.49,1.31
Gold's Gym: Cardio Workout,2008,Sports,Ubisoft,0.04,1.31
Burnout 3: Takedown,2004,Racing,Electronic Arts,0.43,1.31
Adventure,N/A,Adventure,Atari,0.08,1.3
Yu-Gi-Oh! The Sacred Cards,2002,Role-Playing,Konami Digital Entertainment,0.35,1.3
Crysis 2,2011,Action,Electronic Arts,0.57,1.3
NBA Live 07,2006,Sports,Electronic Arts,0.04,1.3
Saints Row IV,2013,Action,Deep Silver,0.44,1.3
SingStar '80s,2005,Misc,Sony Computer Entertainment,0.02,1.3
EA Playground,2007,Sports,Electronic Arts,0.48,1.3
Test Drive 5,1997,Racing,Accolade,0.2,1.3
Romancing SaGa 3,1995,Role-Playing,SquareSoft,0,1.3
EA Sports Active 2,2010,Sports,Electronic Arts,0.4,1.3
Digimon World,1999,Role-Playing,Namco Bandai Games,0.38,1.3
Rise of the Tomb Raider,2015,Adventure,Square Enix,0.64,1.3
Need for Speed Carbon,2006,Racing,Electronic Arts,0.66,1.29
Yoshi's Woolly World,2015,Platform,Nintendo,0.47,1.29
Mega Man Battle Network 3 Blue / White Version,2002,Role-Playing,Capcom,0.02,1.29
FIFA Street,2012,Sports,Electronic Arts,0.92,1.29
Resident Evil Zero,2002,Action,Capcom,0.27,1.29
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.17,1.29
Tom Clancy's Rainbow Six: Siege,2015,Shooter,Ubisoft,0.44,1.29
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Platform,TDK Mediactive,0.34,1.29
Transformers,2004,Shooter,Atari,0.49,1.29
Guitar Hero: Aerosmith,2008,Misc,Activision,0.14,1.29
Mystery Case Files: MillionHeir,2008,Adventure,Nintendo,0.4,1.29
Valkyria Chronicles,2008,Role-Playing,Sega,0.2,1.29
Midnight Club 3: DUB Edition (America weekly sales),2005,Racing,Take-Two Interactive,0.05,1.29
Champions of Norrath,2004,Role-Playing,Sony Online Entertainment,0.49,1.28
Watch Dogs,2014,Action,Ubisoft,0.45,1.28
Imagine: Wedding Designer,2008,Simulation,Ubisoft,0.59,1.28
Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,0.46,1.28
Yakuman,1989,Misc,Nintendo,0,1.28
Assassin's Creed Syndicate,2015,Action,Ubisoft,0.56,1.28
Army Men 3D,1999,Action,3DO,0.14,1.28
WWE '13,2012,Action,THQ,0.45,1.28
Twisted Metal 4,1999,Racing,989 Studios,0.16,1.28
Manhunt,2003,Action,Take-Two Interactive,0.49,1.28
Kid Icarus: Uprising,2012,Action,Nintendo,0.35,1.28
Silent Hill 2,2001,Action,Konami Digital Entertainment,0.49,1.28
Tomb Raider: Underworld,2008,Action,Eidos Interactive,0.56,1.27
Castlevania: Symphony of the Night,1997,Platform,Konami Digital Entertainment,0.4,1.27
The Sims 2: Nightlife,2005,Simulation,Electronic Arts,0.05,1.27
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,0.03,1.27
Road Rash,1995,Racing,Electronic Arts,0.48,1.27
Pokemon Mystery Dungeon: Gates to Infinity,2012,Role-Playing,Nintendo,0.3,1.27
Atlantis,1981,Shooter,Imagic,0.08,1.27
NBA 2K9,2008,Sports,Take-Two Interactive,0.16,1.27
WWE '12,2011,Fighting,THQ,0.4,1.27
Tony Hawk's Underground,2003,Sports,Activision,0.37,1.27
Hogan's Alley,1984,Shooter,Nintendo,0.16,1.27
The Elder Scrolls Online,2015,Role-Playing,Bethesda Softworks,0.38,1.27
Jillian Michaels' Fitness Ultimatum 2009,2008,Sports,Deep Silver,0.2,1.27
.hack//Infection Part 1,2002,Role-Playing,Atari,0.38,1.27
Rockstar Games presents Table Tennis,2007,Sports,Take-Two Interactive,0.73,1.27
Sonic Adventure DX: Director's Cut,2003,Platform,Sega,0.3,1.27
Jet Li: Rise to Honor,2004,Action,Sony Computer Entertainment,0.48,1.27
Battle Arena Toshinden,1994,Fighting,Sony Computer Entertainment,0.26,1.27
Yokai Watch 3,2016,Action,Level 5,0,1.27
Kung Fu Panda,2008,Action,Activision,0.57,1.26
Tamagotchi Connection: Corner Shop,2005,Simulation,Atari,0.02,1.26
Football Manager 2011,2010,Sports,Sega,1.01,1.26
Devil Dice,1998,Puzzle,THQ,0.03,1.26
Final Fantasy IV,2007,Simulation,Square Enix,0.05,1.26
Hyrule Warriors,2014,Action,Nintendo,0.42,1.26
Need for Speed Carbon,2006,Racing,Electronic Arts,0.52,1.26
Championship Manager 03/04,2003,Sports,Eidos Interactive,1.15,1.26
Brian Lara Cricket,1998,Sports,Codemasters,1.13,1.26
Ratatouille,2007,Action,THQ,0.62,1.26
Wheel of Fortune,1998,Misc,Hasbro Interactive,0.22,1.26
LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,0.51,1.26
Winter Sports: The Ultimate Challenge,2007,Sports,RTL,0.68,1.26
SOCOM: U.S. Navy SEALs Confrontation,2008,Shooter,Sony Computer Entertainment,0.17,1.25
NBA Live 2001,2000,Sports,Electronic Arts,0.47,1.25
Star Wars: The Force Unleashed,2008,Action,LucasArts,0,1.25
Combat,N/A,Action,Atari,0.07,1.25
Tom Clancy's Rainbow Six: Vegas,2007,Shooter,Ubisoft,0.53,1.25
Dragon Ball: Daimaou Fukkatsu,1988,Role-Playing,Namco Bandai Games,0,1.25
Gegege no Kitarou 2: Youkai Gundan no Chousen,1987,Role-Playing,Namco Bandai Games,0,1.25
Reel Fishing,1996,Sports,Natsume,0.13,1.25
Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,0.53,1.25
Pokemon XD: Gale of Darkness,2005,Role-Playing,Nintendo,0.19,1.25
Black,2006,Shooter,Electronic Arts,0.04,1.25
RollerCoaster Tycoon 2,2002,Strategy,Atari,0.05,1.25
Lara Croft Tomb Raider: The Angel of Darkness,2003,Action,Eidos Interactive,0.48,1.25
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Action,Ubisoft,0.56,1.25
Road Rash 3D,1998,Racing,Electronic Arts,0.16,1.25
Ratchet: Deadlocked,2005,Shooter,Sony Computer Entertainment,0.03,1.24
Baldur's Gate: Dark Alliance,2001,Role-Playing,Virgin Interactive,0.48,1.24
Transformers: Autobots / Decepticons,2007,Action,Activision,0.03,1.24
Tales of Xillia,2011,Role-Playing,Namco Bandai Games,0.19,1.24
Diddy Kong Racing DS,2007,Racing,Nintendo,0.04,1.24
[Prototype],2009,Action,Activision,0.41,1.24
Assassin's Creed: Bloodlines,2009,Action,Ubisoft,0.48,1.24
Oddworld: Abe's Oddysee,1997,Platform,GT Interactive,0.44,1.24
The Witcher 3: Wild Hunt,2015,Role-Playing,Namco Bandai Games,0.47,1.24
Ridge Racer V,2000,Action,Namco Bandai Games,0.19,1.24
WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,0,1.24
Tetris 2 (All region sales),1992,Puzzle,Nintendo,0.22,1.24
Star Wars Episode III: Revenge of the Sith,2005,Action,Activision,0.38,1.24
Ben 10: Protector of Earth,2007,Action,D3Publisher,0.55,1.23
Frogger: The Great Quest,2001,Platform,Konami Digital Entertainment,0.47,1.23
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.64,1.23
Ninja Gaiden,2004,Action,Microsoft Game Studios,0.2,1.23
Crash Bandicoot: The Wrath of Cortex,2002,Platform,Universal Interactive,0.57,1.23
Driv3r,2004,Racing,Atari,0.47,1.23
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,2003,Misc,Sony Computer Entertainment,0.47,1.23
Farming Simulator 2015,2014,Simulation,Focus Home Interactive,1.02,1.23
Guitar Hero: Aerosmith,2008,Misc,Activision,0.14,1.23
Medal of Honor: Airborne,2007,Shooter,Electronic Arts,0.7,1.23
Kirby Tilt 'n' Tumble,2000,Puzzle,Nintendo,0.17,1.23
SpongeBob SquarePants: Battle for Bikini Bottom,2003,Platform,THQ,0.33,1.23
Vigilante 8,1998,Racing,Activision,0.47,1.23
Castlevania,1986,Platform,Konami Digital Entertainment,0.06,1.23
Donkey Kong Country 2,2004,Platform,Nintendo,0.27,1.23
Bayonetta,2009,Action,Sega,0.41,1.23
"WarioWare, Inc.: Mega MicroGame$",2003,Puzzle,Nintendo,0.11,1.23
Star Wars: Battlefront II,2005,Shooter,LucasArts,0.06,1.23
Madden NFL 17,2016,Sports,Electronic Arts,0.08,1.23
Boom Blox,2008,Puzzle,Electronic Arts,0.38,1.23
Fallout 4,2015,Role-Playing,Bethesda Softworks,0.63,1.23
The Sims 2: Castaway,2007,Simulation,Electronic Arts,0.64,1.23
LEGO Batman 2: DC Super Heroes,2012,Action,Warner Bros. Interactive Entertainment,0.53,1.22
Naruto Shippuden: Ultimate Ninja Storm 2,2010,Fighting,Namco Bandai Games,0.47,1.22
Mario Power Tennis,2004,Sports,Nintendo,0.16,1.22
Intelligent Qube,1997,Puzzle,Sony Computer Entertainment,0.07,1.22
Game & Watch Gallery 2,1997,Misc,Nintendo,0.3,1.22
Game & Watch Gallery 3,1999,Misc,Nintendo,0.31,1.22
Pac-Man,1984,Puzzle,Namco Bandai Games,0.08,1.22
Parfait: Chocolat Second Style,2006,Adventure,Alchemist,0.46,1.22
F1 2011,2011,Racing,Codemasters,0.75,1.22
Cars,2006,Racing,THQ,0.29,1.22
NBA Live 99,1997,Sports,Electronic Arts,0.05,1.22
Chocobo no Fushigi Dungeon,1997,Role-Playing,SquareSoft,0,1.22
Golden Sun: The Lost Age,2002,Role-Playing,Nintendo,0.27,1.22
SimCity 2000,1996,Simulation,Maxis,0.46,1.22
Max Payne,2001,Shooter,Take-Two Interactive,0.19,1.22
WCW Mayhem,1998,Fighting,Electronic Arts,0.46,1.22
NBA 2K2,2002,Sports,Sega,0.46,1.22
NASCAR Thunder 2003,N/A,Racing,Unknown,0.46,1.22
Super Street Fighter IV: 3D Edition,2011,Fighting,Capcom,0.44,1.22
Cars,2006,Racing,THQ,0.04,1.21
Fuzion Frenzy,2001,Misc,Microsoft Game Studios,0.24,1.21
Call of Duty: Finest Hour,2004,Shooter,Activision,0.4,1.21
FIFA Soccer 11,2010,Sports,Electronic Arts,0.7,1.21
Sly Cooper and the Thievius Raccoonus,2002,Platform,Sony Computer Entertainment,0.14,1.21
LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,0.43,1.21
The Magical Quest starring Mickey Mouse,1992,Platform,Capcom,0.17,1.21
Dragon Quest IV: Michibikareshi Monotachi,2001,Role-Playing,Enix Corporation,0,1.21
Star Wars Episode 1: Jedi Power Battles,1999,Action,LucasArts,0.48,1.21
Dino Crisis 2,2000,Action,Virgin Interactive,0.49,1.21
Need for Speed Underground,2003,Racing,Electronic Arts,0.48,1.21
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,2007,Misc,N/A,0.32,1.21
Test Drive 4,1997,Racing,Electronic Arts,0.46,1.21
FIFA Soccer 07,2006,Sports,Electronic Arts,0.65,1.21
World Soccer Winning Eleven 9 (JP & Others sales),2005,Sports,Konami Digital Entertainment,0.88,1.2
The Lord of the Rings: The Fellowship of the Ring,2002,Action,Black Label Games,0.46,1.2
LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,0.49,1.2
ATV Offroad Fury 3,2004,Racing,SouthPeak Games,0.04,1.2
Pikmin 2,2004,Strategy,Nintendo,0.13,1.2
Just Dance 2016,2015,Misc,Ubisoft,0.59,1.2
Disney Sing It,2008,Misc,Disney Interactive Studios,0.31,1.2
Battlefield: Hardline,2015,Shooter,Electronic Arts,0.37,1.2
WWE 2K16,2015,Sports,Take-Two Interactive,0.6,1.2
Dragon Ball Z: La Legende Saien,1993,Fighting,Namco Bandai Games,0,1.2
TwinBee,1986,Shooter,Konami Digital Entertainment,0,1.2
Ganbare Goemon! Karakuri Douchuu,1986,Platform,Konami Digital Entertainment,0,1.2
NFL 2K,1999,Sports,Sega,0.05,1.2
SolarStriker,1989,Shooter,Nintendo,0.39,1.2
Enter the Matrix,2003,Action,Atari,0.43,1.2
NHL 2002,2001,Sports,Electronic Arts,0.46,1.2
Mario vs. Donkey Kong 2: March of the Minis,2006,Puzzle,Nintendo,0.03,1.2
PokéPark Wii: Pikachu's Adventure,2009,Adventure,Nintendo,0.17,1.2
One Piece: Pirate Warriors,2012,Action,Namco Bandai Games,0.24,1.2
WWE 2K14,2013,Sports,Take-Two Interactive,0.49,1.19
Metal Gear Solid: Portable Ops,2006,Action,Konami Digital Entertainment,0.35,1.19
Nuclear Strike,1997,Simulation,Electronic Arts,0.45,1.19
Captain Toad: Treasure Tracker,2014,Puzzle,Nintendo,0.36,1.19
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,0.47,1.19
The Simpsons: Road Rage,2003,Racing,THQ,0.32,1.19
Pro Evolution Soccer 2008,2008,Sports,Konami Digital Entertainment,0.84,1.19
SpongeBob SquarePants: Revenge of the Flying Dutchman,2002,Platform,THQ,0.23,1.19
